source,ptcp,time_start,time_end,age,agebin,spkr,vcm,lex,mwu,voc_type,spkr_bi,n_utts_per_file,n_utts_per_min
7707rcd,7793chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2159rcd,7793chi,150,151.69,7,"(6,12]",girl,no,no,no,no,OTRCHI,1,0.2
2159rcd,7793chi,157.68,159.35,7,"(6,12]",man,no,no,no,no,ADU,1,0.2
7604rcd,7793chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3538rcd,7793chi,56.896,57.503,7,"(6,12]",woman,no,no,no,no,ADU,1,0.2
9407rcd,7793chi,31.4,32.44,7,"(6,12]",woman,no,no,no,no,ADU,1,0.2
5026rcd,7793chi,28.25,30.47,7,"(6,12]",girl,no,no,no,no,OTRCHI,2,0.4
5026rcd,7793chi,30.89,32.63,7,"(6,12]",girl,no,no,no,no,OTRCHI,2,0.4
5026rcd,7793chi,253.97,255.04,7,"(6,12]",woman,no,no,no,no,ADU,3,0.6
5026rcd,7793chi,255.59,256.91,7,"(6,12]",woman,no,no,no,no,ADU,3,0.6
5026rcd,7793chi,295.925,297.32,7,"(6,12]",woman,no,no,no,no,ADU,3,0.6
724rcd,7793chi,54.104,58.664,7,"(6,12]",woman,no,no,no,no,ADU,3,0.6
724rcd,7793chi,58.729,61.929,7,"(6,12]",woman,no,no,no,no,ADU,3,0.6
724rcd,7793chi,292.743,295.223,7,"(6,12]",woman,no,no,no,no,ADU,3,0.6
6963rcd,7793chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
552rcd,7793chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
382rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3050rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6306rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9370rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7568rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6279rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6945rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9960rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1300rcd,2523chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5434rcd,3470chi,118.567,119.41,10,"(6,12]",boy,no,no,no,no,OTRCHI,1,0.2
5434rcd,3470chi,135.96,137.38,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,138.499,141.274,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,141.274,142.049,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,142.485,145.192,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,146.456,147.999,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,149.04,149.67,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,153.642,154.589,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5434rcd,3470chi,155.045,156.556,10,"(6,12]",woman,no,no,no,no,ADU,8,1.6
5590rcd,3470chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9851rcd,3470chi,29.36,29.89,10,"(6,12]",girl,no,no,no,no,OTRCHI,2,0.4
9851rcd,3470chi,39.565,40.385,10,"(6,12]",girl,no,no,no,no,OTRCHI,2,0.4
5163rcd,3470chi,28.075,31.015,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,43.08,43.54,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,143.679,144.394,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,145.396,145.95,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,154.337,155.519,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,155.814,156.545,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,157.001,157.897,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,181.86,182.99,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,193.135,193.435,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,207.116,208.096,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,209.296,211.16,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,244.36,247.467,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,259.102,260.982,10,"(6,12]",girl,no,no,no,no,OTRCHI,14,2.8
5163rcd,3470chi,279.122,280.499,10,"(6,12]",woman,no,no,no,no,ADU,1,0.2
5163rcd,3470chi,281.928,283.376,10,"(6,12]",boy,no,no,no,no,OTRCHI,14,2.8
4674rcd,3470chi,1.07,2.1,10,"(6,12]",girl,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,70.61,71.14,10,"(6,12]",woman,no,no,no,no,ADU,2,0.4
4674rcd,3470chi,72.41,74.03,10,"(6,12]",girl,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,74.65,75.12,10,"(6,12]",girl,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,75.98,76.41,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,78.54,79.24,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,81.16,81.66,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,83.1,83.63,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,84.25,84.65,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,85.425,85.94,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,86.275,86.605,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,90.166,90.47,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4674rcd,3470chi,129.04,130.335,10,"(6,12]",woman,no,no,no,no,ADU,2,0.4
4903rcd,3470chi,61.99,63.12,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,68.29,68.9,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
4903rcd,3470chi,85.12,86.17,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,112.95,115.27,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,116.43,118.02,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,141.26,143.37,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
4903rcd,3470chi,164.96,165.43,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,167.3,169.79,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,199.36,201.68,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,202.54,205.38,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,218.64,219.86,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,253.46,254.86,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,260.59,262.57,10,"(6,12]",boy,no,no,no,no,OTRCHI,11,2.2
4903rcd,3470chi,266.47,267.68,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
4903rcd,3470chi,267.68,268.01,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
7240rcd,3470chi,2.72,3.63,10,"(6,12]",boy,no,no,no,no,OTRCHI,4,0.8
7240rcd,3470chi,6.3,6.9,10,"(6,12]",boy,no,no,no,no,OTRCHI,4,0.8
7240rcd,3470chi,20.36,20.6,10,"(6,12]",boy,no,no,no,no,OTRCHI,4,0.8
7240rcd,3470chi,149.76,150.58,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
7240rcd,3470chi,175.2,175.84,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
7240rcd,3470chi,176.95,177.41,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
7240rcd,3470chi,178.505,179.705,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
7240rcd,3470chi,219.911,220.757,10,"(6,12]",boy,no,no,no,no,OTRCHI,4,0.8
1134rcd,3470chi,35.64,37.41,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
1134rcd,3470chi,37.44,37.66,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
1134rcd,3470chi,162.27,162.42,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
1134rcd,3470chi,173.65,175.38,10,"(6,12]",boy,no,no,no,no,OTRCHI,3,0.6
1134rcd,3470chi,179.06,179.59,10,"(6,12]",boy,no,no,no,no,OTRCHI,3,0.6
1134rcd,3470chi,188.72,189.3,10,"(6,12]",boy,no,no,no,no,OTRCHI,3,0.6
1134rcd,3470chi,196.54,196.74,10,"(6,12]",woman,no,no,no,no,ADU,4,0.8
285rcd,3470chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8019rcd,8592chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5599rcd,8592chi,14.93,15.72,9,"(6,12]",boy,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,44.01,44.925,9,"(6,12]",boy,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,100.405,101.392,9,"(6,12]",girl,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,102.085,104.585,9,"(6,12]",girl,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,105.26,111.837,9,"(6,12]",girl,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,112.137,114.08,9,"(6,12]",girl,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,115.06,117.919,9,"(6,12]",girl,no,no,no,no,OTRCHI,8,1.6
5599rcd,8592chi,118.73,123.64,9,"(6,12]",girl,no,no,no,no,OTRCHI,8,1.6
9188rcd,8592chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5885rcd,8592chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3955rcd,8592chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2262rcd,8592chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4076rcd,8592chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5400rcd,8592chi,155.43,157.71,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,157.715,161.85,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,161.85,165.53,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,165.535,168.055,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,173.9,177.58,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,179.56,185.43,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,185.8,186.58,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,190.22,191.67,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,194.11,197.03,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,197.575,200.585,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,202.31,209.13,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,209.19,215.13,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,215.25,217.05,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,219.41,220.64,9,"(6,12]",woman,no,no,no,no,ADU,15,3
5400rcd,8592chi,220.8,223.47,9,"(6,12]",woman,no,no,no,no,ADU,15,3
6197rcd,8592chi,80.32,82.43,9,"(6,12]",woman,no,no,no,no,ADU,1,0.2
1437rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3557rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9464rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9169rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2603rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9540rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5661rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1548rcd,4414chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6378rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4182rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3762rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5017rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8292rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9801rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8738rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4391rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4082rcd,3270chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6912rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7707rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9530rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9016rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5908rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1821rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5759rcd,6232chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9063rcd,6834chi,57.4,58.33,11,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
9063rcd,6834chi,205.99,207.68,11,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
9063rcd,6834chi,213.55,215.05,11,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
9863rcd,6834chi,185.97,188.2,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,188.77,190.07,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,205.88,207.66,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,221.885,223.505,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,224.32,225.48,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,227.54,229.43,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,235.62,239.07,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,240.75,242.675,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
9863rcd,6834chi,242.675,245.815,11,"(6,12]",girl,no,no,no,no,OTRCHI,9,1.8
2120rcd,6834chi,195.41,195.98,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
2120rcd,6834chi,248.54,248.88,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
2120rcd,6834chi,249.7,251.21,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
2120rcd,6834chi,258.35,258.96,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
2120rcd,6834chi,282.415,282.755,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
2120rcd,6834chi,285.05,286.72,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
2120rcd,6834chi,291.79,293.17,11,"(6,12]",woman,no,no,no,no,ADU,7,1.4
6861rcd,6834chi,123.18,126,11,"(6,12]",woman,no,no,no,no,ADU,6,1.2
6861rcd,6834chi,126.47,127.73,11,"(6,12]",woman,no,no,no,no,ADU,6,1.2
6861rcd,6834chi,160.49,161.31,11,"(6,12]",woman,no,no,no,no,ADU,6,1.2
6861rcd,6834chi,247.15,248.84,11,"(6,12]",woman,no,no,no,no,ADU,6,1.2
6861rcd,6834chi,248.91,250.42,11,"(6,12]",woman,no,no,no,no,ADU,6,1.2
6861rcd,6834chi,252.57,254.93,11,"(6,12]",woman,no,no,no,no,ADU,6,1.2
9237rcd,6834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5188rcd,6834chi,8.13,11.97,11,"(6,12]",woman,no,no,no,no,ADU,3,0.6
5188rcd,6834chi,96.01,96.68,11,"(6,12]",woman,no,no,no,no,ADU,3,0.6
5188rcd,6834chi,226.84,227.62,11,"(6,12]",woman,no,no,no,no,ADU,3,0.6
7208rcd,6834chi,98.97,100.3,11,"(6,12]",girl,no,no,no,no,OTRCHI,1,0.2
7208rcd,6834chi,156.88,158.01,11,"(6,12]",woman,no,no,no,no,ADU,3,0.6
7208rcd,6834chi,189.94,190.7,11,"(6,12]",woman,no,no,no,no,ADU,3,0.6
7208rcd,6834chi,261.78,264.62,11,"(6,12]",woman,no,no,no,no,ADU,3,0.6
6729rcd,6834chi,36.19,37.38,11,"(6,12]",woman,no,no,no,no,ADU,1,0.2
6729rcd,6834chi,88.85,89.16,11,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
6729rcd,6834chi,283.01,284.97,11,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
6729rcd,6834chi,296.91,297.57,11,"(6,12]",girl,no,no,no,no,OTRCHI,3,0.6
4139rcd,6834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2730rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5764rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2376rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5217rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6387rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5075rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3691rcd,8978chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5675rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4621rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6508rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5446rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5023rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9595rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2676rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7201rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6717rcd,3732chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7030rcd,1834chi,252.47,252.63,19,"(18,24]",man,no,no,no,no,ADU,4,0.8
7030rcd,1834chi,267.62,268.04,19,"(18,24]",man,no,no,no,no,ADU,4,0.8
7030rcd,1834chi,273.03,273.81,19,"(18,24]",woman,no,no,no,no,ADU,4,0.8
7030rcd,1834chi,274.59,275.24,19,"(18,24]",woman,no,no,no,no,ADU,4,0.8
2961rcd,1834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8945rcd,1834chi,8.62,9.92,19,"(18,24]",girl,no,no,no,no,OTRCHI,6,1.2
8945rcd,1834chi,11.43,11.73,19,"(18,24]",girl,no,no,no,no,OTRCHI,6,1.2
8945rcd,1834chi,13.03,13.9,19,"(18,24]",girl,no,no,no,no,OTRCHI,6,1.2
8945rcd,1834chi,16.45,17.36,19,"(18,24]",girl,no,no,no,no,OTRCHI,6,1.2
8945rcd,1834chi,18.21,19.65,19,"(18,24]",girl,no,no,no,no,OTRCHI,6,1.2
8945rcd,1834chi,20.74,21.51,19,"(18,24]",girl,no,no,no,no,OTRCHI,6,1.2
8945rcd,1834chi,102.5,103.17,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,108.02,108.42,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,109.13,109.74,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,111.19,111.945,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,114.69,115.055,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,133.17,134.68,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,139.49,140.21,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,240.79,241.21,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,242.05,242.67,19,"(18,24]",woman,no,no,no,no,ADU,10,2
8945rcd,1834chi,243.94,244.06,19,"(18,24]",woman,no,no,no,no,ADU,10,2
5946rcd,1834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1541rcd,1834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1391rcd,1834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2004rcd,1834chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3538rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6927rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6758rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6087rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2373rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
311rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7322rcd,6292chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6149rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2038rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7743rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
820rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2727rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
238rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8659rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1812rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6176rcd,1503chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1612rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4740rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2266rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2074rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3562rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1298rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1378rcd,7362chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9691rcd,6762chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9384rcd,6762chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9619rcd,6762chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7992rcd,6762chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5052rcd,6762chi,173.081,174.367,5,"(0,6]",girl,no,no,no,no,OTRCHI,6,1.2
5052rcd,6762chi,175.121,176.136,5,"(0,6]",girl,no,no,no,no,OTRCHI,6,1.2
5052rcd,6762chi,177.074,178.629,5,"(0,6]",girl,no,no,no,no,OTRCHI,6,1.2
5052rcd,6762chi,179.322,180.988,5,"(0,6]",girl,no,no,no,no,OTRCHI,6,1.2
5052rcd,6762chi,181.493,183.409,5,"(0,6]",girl,no,no,no,no,OTRCHI,6,1.2
5052rcd,6762chi,184.375,185.347,5,"(0,6]",girl,no,no,no,no,OTRCHI,6,1.2
928rcd,6762chi,156.166,156.652,5,"(0,6]",man,no,no,no,no,ADU,2,0.4
928rcd,6762chi,157.569,157.877,5,"(0,6]",man,no,no,no,no,ADU,2,0.4
928rcd,6762chi,185.7,186.16,5,"(0,6]",boy,no,no,no,no,OTRCHI,1,0.2
1806rcd,6762chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1583rcd,7623chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2275rcd,7623chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4317rcd,7623chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1459rcd,7623chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2947rcd,1822chi,78.54,79.05,22,"(18,24]",girl,no,no,no,no,OTRCHI,3,0.6
2947rcd,1822chi,89.83,90.98,22,"(18,24]",girl,no,no,no,no,OTRCHI,3,0.6
2947rcd,1822chi,92.78,93.43,22,"(18,24]",boy,no,no,no,no,OTRCHI,3,0.6
2947rcd,1822chi,153.91,154.51,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,204.19,204.44,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,205.655,206.12,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,207.42,207.99,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,209.15,209.73,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,212.43,213.02,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,214.61,216.21,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
2947rcd,1822chi,273.56,274.1,22,"(18,24]",man,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,13.06,13.86,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,15.43,16.42,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,60.66,61.18,22,"(18,24]",boy,no,no,no,no,OTRCHI,1,0.2
4050rcd,1822chi,126.73,127.69,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
4050rcd,1822chi,168.2,168.9,22,"(18,24]",woman,no,no,no,no,ADU,8,1.6
