source,ptcp,time_start,time_end,age,agebin,spkr,vcm,lex,mwu,voc_type,spkr_bi,n_utts_per_file,n_utts_per_min
5459rcd,3685chi,111.055,111.945,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,115.59,118.81,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,118.95,120.71,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,121.17,123.89,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,124.7,125.66,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,126.35,127.75,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,139.27,140.06,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,141.85,144.6,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
5459rcd,3685chi,145.9,146.56,17,"(12,18]",woman,no,no,no,no,ADU,13,2.6
9106rcd,3685chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3662rcd,2471chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9321rcd,2471chi,92.03,93.32,6,"(0,6]",girl,no,no,no,no,OTRCHI,1,0.2
3920rcd,2471chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8382rcd,2471chi,2.13,2.99,6,"(0,6]",woman,no,no,no,no,ADU,2,0.4
8382rcd,2471chi,5.11,6.42,6,"(0,6]",woman,no,no,no,no,ADU,2,0.4
8382rcd,2471chi,275.045,279.54,6,"(0,6]",girl,no,no,no,no,OTRCHI,1,0.2
1986rcd,2471chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9056rcd,2471chi,20.645,21.225,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,46.835,47.265,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,48.84,49.52,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,50.65,51.74,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,52.36,53.55,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,54.79,59.95,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,61.87,62.35,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,64.81,65.04,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,68.115,68.335,6,"(0,6]",woman,no,no,no,no,ADU,10,2
9056rcd,2471chi,70.505,70.755,6,"(0,6]",woman,no,no,no,no,ADU,10,2
4466rcd,2471chi,12.501,13.931,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
4466rcd,2471chi,64.263,65.603,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
4466rcd,2471chi,114.92,115.27,6,"(0,6]",girl,no,no,no,no,OTRCHI,1,0.2
4466rcd,2471chi,117.93,120.01,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
4466rcd,2471chi,120.085,121.97,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
4466rcd,2471chi,209.476,211.476,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
4466rcd,2471chi,211.491,212.47,6,"(0,6]",woman,no,no,no,no,ADU,6,1.2
2678rcd,2471chi,14.591,15.441,6,"(0,6]",girl,no,no,no,no,OTRCHI,3,0.6
2678rcd,2471chi,16.771,18.28,6,"(0,6]",woman,no,no,no,no,ADU,1,0.2
2678rcd,2471chi,18.706,19.196,6,"(0,6]",girl,no,no,no,no,OTRCHI,3,0.6
2678rcd,2471chi,19.451,20.032,6,"(0,6]",girl,no,no,no,no,OTRCHI,3,0.6
9991rcd,2471chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2860rcd,7333chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1280rcd,7333chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7395rcd,4513chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8182rcd,4513chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
144rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1014rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6543rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
4537rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3690rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6522rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6176rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8374rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5711rcd,409chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6204rcd,6513chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5298rcd,5000chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9446rcd,5000chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6806rcd,5000chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1490rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9083rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1685rcd,3554chi,136.336,137.184,4,"(0,6]",woman,no,no,no,no,ADU,1,0.2
856rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2181rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
6625rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3451rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7651rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8235rcd,3554chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3049rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
109rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8232rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2679rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7903rcd,4967chi,38.34,39.46,4,"(0,6]",woman,no,no,no,no,ADU,1,0.2
6362rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5759rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
5961rcd,4967chi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3224rcd,4967chi,264.47,265.66,4,"(0,6]",girl,no,no,no,no,OTRCHI,1,0.2
6576rcd,2315chi,262.478,263.766,24,"(18,24]",woman,no,no,no,no,ADU,3,0.6
6576rcd,2315chi,265.436,265.969,24,"(18,24]",woman,no,no,no,no,ADU,3,0.6
6576rcd,2315chi,290.077,290.732,24,"(18,24]",woman,no,no,no,no,ADU,3,0.6
5614rcd,1834chi,66.4,67.05,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,171.74,173.04,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,184.54,185.67,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,188.42,189.63,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,195.17,195.79,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,206.39,207.03,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,209.71,210.8,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,211.25,212.815,19,"(18,24]",boy,no,no,no,no,OTRCHI,6,1.2
5614rcd,1834chi,226.41,226.87,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,236.65,237.01,19,"(18,24]",woman,no,no,no,no,ADU,9,1.8
5614rcd,1834chi,254.85,255.81,19,"(18,24]",boy,no,no,no,no,OTRCHI,6,1.2
5614rcd,1834chi,257.615,258.96,19,"(18,24]",boy,no,no,no,no,OTRCHI,6,1.2
5614rcd,1834chi,270.01,270.76,19,"(18,24]",boy,no,no,no,no,OTRCHI,6,1.2
5614rcd,1834chi,272.96,274.23,19,"(18,24]",boy,no,no,no,no,OTRCHI,6,1.2
5614rcd,1834chi,274.82,276.69,19,"(18,24]",boy,no,no,no,no,OTRCHI,6,1.2
8617rcd,8478chi,1963.068,1963.384,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2202.691,2203.136,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2203.718,2204.054,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2204.741,2205.041,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2215.674,2217.13,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2217.621,2218.404,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2220.51,2222.277,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,2223.409,2223.635,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,4990.48,4991.709,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,4996.277,4997.854,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5129.267,5130.638,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5133.75,5135.249,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5165.441,5165.756,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5188.635,5188.746,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5191.566,5191.979,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5194.21,5194.338,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5197.156,5197.796,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5201.52,5202.021,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5203.705,5204.332,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5207.42,5207.623,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,5210.705,5211.013,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,14210.123,14210.71,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,20474.424,20475.03,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,20596.77,20597.326,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,20662.681,20663.78,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,26530.416,26532.096,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26532.868,26533.22,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26561.316,26562.404,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26614.772,26617.094,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,26738.932,26739.952,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,26741.559,26742.344,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,26747.708,26751.248,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26754.873,26760.264,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26774.544,26775.095,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26776.314,26776.764,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26777.816,26778.428,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,26792.714,26793.812,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
8617rcd,8478chi,28490.42,28490.476,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,28491.684,28492.181,2,"(0,6]",woman,no,no,no,no,ADU,25,0.555555556
8617rcd,8478chi,28491.888,28492.16,2,"(0,6]",girl,no,no,no,no,OTRCHI,15,0.333333333
7713rcd,2215chi,3539.914,3540.368,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3542.267,3542.747,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3544.029,3545.144,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3564.499,3564.999,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3565.578,3566.374,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3567.424,3568.048,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3569.361,3570.122,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3573.063,3574.34,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3576.367,3576.781,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3579.785,3580.395,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3581.924,3582.872,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3589.958,3592.703,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3593.258,3593.9,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3604.605,3605.263,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3606.215,3606.377,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3608.991,3610.524,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3611.337,3611.898,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3612.5,3613.059,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3613.97,3614.679,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3650.28,3651.174,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3654.254,3654.51,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3673.484,3676.022,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3676.723,3677.069,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3927.057,3927.677,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3928.364,3928.519,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3931.42,3933.158,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,3934.025,3934.186,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4021.649,4022.302,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4028.728,4029.925,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4030.674,4030.807,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4031.923,4032.48,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4035.393,4037.145,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4037.264,4039.04,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4094.048,4094.481,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4095.542,4095.903,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4096.195,4098.279,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4098.584,4098.812,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4099.241,4101.205,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4102.388,4102.896,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4104.43,4104.798,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4105.403,4108.243,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4111.656,4116.306,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4116.734,4118.504,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4118.982,4119.368,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4120.307,4121.35,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4122.688,4124.307,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4124.416,4125.262,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4127.99,4129.054,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4129.564,4130.81,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4132.669,4133.09,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4133.496,4134.249,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4134.536,4136.188,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4137.008,4137.831,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4138.147,4138.789,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4139.829,4140.305,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4140.732,4142.039,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4144.084,4145.275,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4145.568,4147.204,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4153.535,4154.707,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4160.525,4161.621,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4174.405,4180.492,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4181.718,4183.398,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4184.903,4185.702,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4186.933,4191.428,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,4197.15,4199.079,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,14302.355,14303.571,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,14385.76,14387.442,7,"(6,12]",man,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,14387.658,14388.984,7,"(6,12]",man,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,14388.088,14390.112,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,14391.127,14392.525,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,18164.349,18164.584,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,18166.385,18166.676,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,18168.308,18168.732,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22685.211,22685.32,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22688.114,22689.48,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22694.634,22695.5,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22697.342,22697.782,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22698.588,22699.154,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22701.185,22702.796,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22712.384,22713.28,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22713.697,22714.052,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22714.648,22715.356,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22715.626,22716.684,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22749.848,22750.612,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22764.09,22764.292,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22766.308,22768.398,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22769.996,22771.648,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22775.728,22775.868,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22794.12,22795.14,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22800.424,22801.007,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22801.716,22804.088,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22804.576,22805.68,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22806.162,22806.896,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22817.364,22817.888,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22821.39,22821.796,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22831.27,22833.574,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22834.688,22835.872,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22837.04,22837.506,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22855.732,22856.108,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22857.052,22857.746,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22859.683,22861.74,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22863.121,22864.828,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22866.723,22867.779,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22880.202,22881.2,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22882.111,22882.768,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22885.534,22886.307,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22910.806,22912.224,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22913.178,22916.06,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22917.956,22918.782,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22920.146,22920.486,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22921.16,22921.67,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22922.72,22923.548,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22924.244,22924.976,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22926.122,22927.14,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22947.658,22953.183,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,22955.712,22957.124,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29146.488,29146.802,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29175.986,29176.224,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29255.476,29258.214,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29264.466,29265.492,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29286.944,29288.078,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29290.304,29290.976,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29295.99,29296.388,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29297.064,29297.994,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29298.182,29299.734,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29305.964,29307.268,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29307.896,29309.918,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29311.344,29312.82,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29336.872,29337.712,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29351.192,29353.69,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29381.378,29382.248,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29383.536,29384.1,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29387.398,29387.728,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29391.866,29392.468,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,29406.474,29407.448,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,31620.172,31620.8,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,31623.021,31623.498,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,31660.68,31660.968,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
7713rcd,2215chi,31664.875,31665.194,7,"(6,12]",woman,no,no,no,no,ADU,160,3.555555556
